Field,Description,Type,Coverage,Users,Alphas
oth455_relation_n2v_p50_q200_w3_pca_fact2_cluster_5,Cluster assignment for the 2nd principal component with k=5 in window 3,GROUP,100%,3,3
oth455_relation_n2v_p50_q200_w3_pca_fact3_cluster_10,"Cluster assignment for PCA component 3, k=10, window 3",GROUP,100%,2,2
oth455_relation_n2v_p50_q200_w3_pca_fact3_cluster_20,"Cluster label (k=20) based on the 3rd PCA component of the N2V relation embedding, window 3",GROUP,100%,2,2
oth455_relation_n2v_p50_q200_w3_pca_fact3_cluster_5,"Cluster label (k=5) based on the 3rd PCA component of the N2V relation embedding, window 3",GROUP,100%,2,2
oth455_relation_n2v_p50_q200_w4_kmeans_cluster_10,"KMeans cluster label (k=10) on USA relation Node2Vec latent vectors for window 4, D1 lag",GROUP,100%,26,538
oth455_relation_n2v_p50_q200_w4_kmeans_cluster_20,"KMeans cluster label (k=20) on USA relation Node2Vec latent vectors for window 4, D1 lag",GROUP,100%,1,1
oth455_relation_n2v_p50_q200_w4_kmeans_cluster_5,"KMeans cluster label (k=5) on USA relation Node2Vec latent vectors for window 4, D1 lag",GROUP,100%,6,9
oth455_relation_n2v_p50_q200_w4_pca_fact1_cluster_10,"Categorical cluster ID (10 groups) derived by clustering PCA factor 1 scores from the Node2Vec relation embedding (D1-lag), for run W4",GROUP,100%,1,1
oth455_relation_n2v_p50_q200_w4_pca_fact1_cluster_20,"Cluster label (k=20) based on the 1st PCA component of the N2V relation embedding, window 4",GROUP,100%,2,3
oth455_relation_n2v_p50_q200_w4_pca_fact1_cluster_5,"Categorical cluster ID (5 groups) derived by clustering PCA factor 1 scores from the Node2Vec relation embedding (D1-lag), for run W4",GROUP,100%,1,1
oth455_relation_n2v_p50_q200_w4_pca_fact2_cluster_10,Cluster assignment for the 2nd principal component with k=10 in window 4,GROUP,100%,4,4
oth455_relation_n2v_p50_q200_w4_pca_fact2_cluster_20,"Cluster label (k=20) based on the 2nd PCA component of the N2V relation embedding, window 4",GROUP,100%,4,4
oth455_relation_n2v_p50_q200_w4_pca_fact2_cluster_5,Cluster label (5 groups) derived from PCA component 2 scores of the N2V relation embedding in window 4,GROUP,100%,1,3
oth455_relation_n2v_p50_q200_w4_pca_fact3_cluster_10,"Cluster ID (k=10) from clustering the 3rd principal component scores of USA relation Node2Vec embeddings, window 4, D1 lag",GROUP,100%,2,2
oth455_relation_n2v_p50_q200_w4_pca_fact3_cluster_20,"Cluster ID (k=20) from clustering the 3rd principal component scores of USA relation Node2Vec embeddings, window 4, D1 lag",GROUP,100%,11,689
oth455_relation_n2v_p50_q200_w4_pca_fact3_cluster_5,"Cluster ID (k=5) from clustering the 3rd principal component scores of USA relation Node2Vec embeddings, window 4, D1 lag",GROUP,100%,3,3
oth455_relation_n2v_p50_q200_w5_kmeans_cluster_10,"KMeans cluster label (k=10) on USA relation Node2Vec latent vectors for window 5, D1 lag",GROUP,100%,8,32
oth455_relation_n2v_p50_q200_w5_kmeans_cluster_20,"KMeans cluster label (k=20) on USA relation Node2Vec latent vectors for window 5, D1 lag",GROUP,100%,127,1241
oth455_relation_n2v_p50_q200_w5_kmeans_cluster_5,"KMeans cluster label (k=5) on USA relation Node2Vec latent vectors for window 5, D1 lag",GROUP,100%,8,346
oth455_relation_n2v_p50_q200_w5_pca_fact1_cluster_10,"Cluster assignment (non-ordinal integer) based on the 1st PCA component, window 5, k=10",GROUP,100%,1,1
oth455_relation_n2v_p50_q200_w5_pca_fact1_cluster_20,"Cluster assignment (non-ordinal integer) based on the 1st PCA component, window 5, k=20",GROUP,100%,4,6
oth455_relation_n2v_p50_q200_w5_pca_fact1_cluster_5,"Cluster assignment (non-ordinal integer) based on the 1st PCA component, window 5, k=5",GROUP,100%,4,4
oth455_relation_n2v_p50_q200_w5_pca_fact2_cluster_10,"Cluster assignment (non-ordinal integer) based on the 2nd PCA component, window 5, k=10",GROUP,100%,3,4
oth455_relation_n2v_p50_q200_w5_pca_fact2_cluster_20,"Cluster assignment (non-ordinal integer) based on the 2nd PCA component, window 5, k=20",GROUP,100%,3,4
oth455_relation_n2v_p50_q200_w5_pca_fact2_cluster_5,"Cluster assignment (non-ordinal integer) based on the 2nd PCA component, window 5, k=5",GROUP,100%,5,5
oth455_relation_n2v_p50_q200_w5_pca_fact3_cluster_10,"Cluster assignment (non-ordinal integer) based on the 3rd PCA component, window 5, k=10",GROUP,100%,3,6
oth455_relation_n2v_p50_q200_w5_pca_fact3_cluster_20,"Cluster assignment (non-ordinal integer) based on the 3rd PCA component, window 5, k=20",GROUP,100%,4,4
oth455_relation_n2v_p50_q200_w5_pca_fact3_cluster_5,"Cluster assignment (non-ordinal integer) based on the 3rd PCA component, window 5, k=5",GROUP,100%,8,8
oth455_relation_n2v_p50_q50_w1_kmeans_cluster_10,"D1-lagged non-ordinal KMeans cluster label assigning the stock to one of 10 groups based on the W1 USA relation Node2Vec latent vectors (P50,Q50)",GROUP,100%,2,7
oth455_relation_n2v_p50_q50_w1_kmeans_cluster_20,"D1-lagged non-ordinal KMeans cluster label assigning the stock to one of 20 groups based on the W1 USA relation Node2Vec latent vectors (P50,Q50)",GROUP,100%,4,4
oth455_relation_n2v_p50_q50_w1_kmeans_cluster_5,"D1-lagged non-ordinal KMeans cluster label assigning the stock to one of 5 groups based on the W1 USA relation Node2Vec latent vectors (P50,Q50)",GROUP,100%,2,2
oth455_relation_n2v_p50_q50_w1_pca_fact1_cluster_10,Cluster assignment for PCA component 1 into 10 groups in window 1,GROUP,100%,3,3
oth455_relation_n2v_p50_q50_w1_pca_fact1_cluster_20,"D1-lagged non-ordinal cluster label assigning the stock to one of 20 groups based on PCA factor 1 from the W1 USA relation Node2Vec embeddings (P50,Q50)",GROUP,100%,2,2
oth455_relation_n2v_p50_q50_w1_pca_fact1_cluster_5,"D1-lagged non-ordinal cluster label assigning the stock to one of 5 groups based on PCA factor 1 from the W1 USA relation Node2Vec embeddings (P50,Q50)",GROUP,100%,1,1
oth455_relation_n2v_p50_q50_w1_pca_fact2_cluster_10,"D1-lagged non-ordinal cluster label assigning the stock to one of 10 groups based on PCA factor 2 from the W1 USA relation Node2Vec embeddings (P50,Q50)",GROUP,100%,2,2
oth455_relation_n2v_p50_q50_w1_pca_fact2_cluster_20,Cluster assignment label for PCA factor 2 scores into 20 groups in window 1,GROUP,100%,1,1
oth455_relation_n2v_p50_q50_w1_pca_fact2_cluster_5,Cluster assignment for PCA component 2 into 5 groups in window 1,GROUP,100%,5,5
oth455_relation_n2v_p50_q50_w1_pca_fact3_cluster_10,Cluster assignment label for PCA factor 3 scores into 10 groups in window 1,GROUP,100%,9,14
oth455_relation_n2v_p50_q50_w1_pca_fact3_cluster_20,Cluster assignment for PCA component 3 into 20 groups in window 1,GROUP,100%,3,4
oth455_relation_n2v_p50_q50_w1_pca_fact3_cluster_5,"D1-lagged non-ordinal cluster label assigning the stock to one of 5 groups based on PCA factor 3 from the W1 USA relation Node2Vec embeddings (P50,Q50)",GROUP,100%,1,1
oth455_relation_n2v_p50_q50_w2_kmeans_cluster_10,"KMeans cluster membership label (k=10) for the window-2 Node2Vec (P50,Q50) relation-network embedding, D1-lagged",GROUP,100%,9,22
oth455_relation_n2v_p50_q50_w2_kmeans_cluster_20,"KMeans cluster membership label (k=20) for the window-2 Node2Vec (P50,Q50) relation-network embedding, D1-lagged",GROUP,100%,3,3
oth455_relation_n2v_p50_q50_w2_kmeans_cluster_5,KMeans cluster label (k=5) based on latent vectors in window 2,GROUP,100%,5,5
oth455_relation_n2v_p50_q50_w2_pca_fact1_cluster_10,Cluster assignment label for PCA factor 1 scores into 10 groups in window 2,GROUP,100%,1,1
oth455_relation_n2v_p50_q50_w2_pca_fact1_cluster_20,Cluster assignment label for PCA factor 1 scores into 20 groups in window 2,GROUP,100%,2,6
oth455_relation_n2v_p50_q50_w2_pca_fact1_cluster_5,Cluster assignment for PCA component 1 into 5 groups in window 2,GROUP,100%,2,4
oth455_relation_n2v_p50_q50_w2_pca_fact2_cluster_10,"D1-lagged non-ordinal cluster label assigning the stock to one of 10 groups based on PCA factor 2 from the W2 USA relation Node2Vec embeddings (P50,Q50)",GROUP,100%,3,4
oth455_relation_n2v_p50_q50_w2_pca_fact2_cluster_20,Cluster assignment label for PCA factor 2 scores into 20 groups in window 2,GROUP,100%,2,2
oth455_relation_n2v_p50_q50_w2_pca_fact2_cluster_5,"D1-lagged non-ordinal cluster label assigning the stock to one of 5 groups based on PCA factor 2 from the W2 USA relation Node2Vec embeddings (P50,Q50)",GROUP,100%,1,1
oth455_relation_n2v_p50_q50_w2_pca_fact3_cluster_10,Cluster assignment label for PCA factor 3 scores into 10 groups in window 2,GROUP,100%,1,1
oth455_relation_n2v_p50_q50_w2_pca_fact3_cluster_20,"D1-lagged non-ordinal cluster label assigning the stock to one of 20 groups based on PCA factor 3 from the W2 USA relation Node2Vec embeddings (P50,Q50)",GROUP,100%,1,1
oth455_relation_n2v_p50_q50_w2_pca_fact3_cluster_5,"D1-lagged non-ordinal cluster label assigning the stock to one of 5 groups based on PCA factor 3 from the W2 USA relation Node2Vec embeddings (P50,Q50)",GROUP,100%,1,1
oth455_relation_n2v_p50_q50_w3_kmeans_cluster_10,"KMeans cluster membership label (k=10) for the window-3 Node2Vec (P50,Q50) relation-network embedding, D1-lagged",GROUP,100%,7,27
oth455_relation_n2v_p50_q50_w3_kmeans_cluster_20,"KMeans cluster membership label (k=20) for the window-3 Node2Vec (P50,Q50) relation-network embedding, D1-lagged",GROUP,100%,4,4
oth455_relation_n2v_p50_q50_w3_kmeans_cluster_5,KMeans cluster label (k=5) based on latent vectors in window 3,GROUP,100%,6,422
oth455_relation_n2v_p50_q50_w3_pca_fact1_cluster_10,Cluster assignment label for PCA factor 1 scores into 10 groups in window 3 (D1-lagged ASI relation Node2Vec embedding),GROUP,100%,4,5
oth455_relation_n2v_p50_q50_w3_pca_fact1_cluster_20,Cluster assignment for PCA component 1 into 20 groups in window 3,GROUP,100%,0,0
oth455_relation_n2v_p50_q50_w3_pca_fact1_cluster_5,Cluster label (k=5) based on the PC1 scores from the window-3 embedding; non-ordinal categorical regime group,GROUP,100%,2,2
oth455_relation_n2v_p50_q50_w3_pca_fact2_cluster_10,Cluster assignment for the 2nd principal component with k=10 in window 3,GROUP,100%,93,1075
oth455_relation_n2v_p50_q50_w3_pca_fact2_cluster_20,Cluster label (k=20) based on the PC2 scores from the window-3 embedding; non-ordinal categorical regime group,GROUP,100%,3,3
oth455_relation_n2v_p50_q50_w3_pca_fact2_cluster_5,Cluster assignment label for PCA factor 2 scores into 5 groups in window 3,GROUP,100%,2,2
oth455_relation_n2v_p50_q50_w3_pca_fact3_cluster_10,Cluster assignment label for PCA factor 3 scores into 10 groups in window 3,GROUP,100%,2,2
oth455_relation_n2v_p50_q50_w3_pca_fact3_cluster_20,Cluster assignment for PCA component 3 into 20 groups in window 3,GROUP,100%,1,1
oth455_relation_n2v_p50_q50_w3_pca_fact3_cluster_5,Cluster assignment for PCA component 3 into 5 groups in window 3,GROUP,100%,3,4
oth455_relation_n2v_p50_q50_w4_kmeans_cluster_10,KMeans cluster label (k=10) on the USA relation Node2Vec embeddings in window 4 (D1-lagged),GROUP,100%,12,610
oth455_relation_n2v_p50_q50_w4_kmeans_cluster_20,KMeans cluster label (k=20) on the USA relation Node2Vec embeddings in window 4 (D1-lagged),GROUP,100%,2,3
oth455_relation_n2v_p50_q50_w4_kmeans_cluster_5,KMeans cluster label (k=5) on the USA relation Node2Vec embeddings in window 4 (D1-lagged),GROUP,100%,5,5
oth455_relation_n2v_p50_q50_w4_pca_fact1_cluster_10,Cluster assignment for PCA component 1 into 10 groups in window 4,GROUP,100%,1,1
oth455_relation_n2v_p50_q50_w4_pca_fact1_cluster_20,Cluster label (k=20) based on the PC1 scores from the window-4 embedding; non-ordinal categorical regime group,GROUP,100%,2,2
oth455_relation_n2v_p50_q50_w4_pca_fact1_cluster_5,Cluster assignment label for PCA factor 1 scores into 5 groups in window 4,GROUP,100%,4,14
oth455_relation_n2v_p50_q50_w4_pca_fact2_cluster_10,Cluster assignment label for PCA factor 2 scores into 10 groups in window 4,GROUP,100%,6,271
oth455_relation_n2v_p50_q50_w4_pca_fact2_cluster_20,Cluster assignment for the 2nd principal component with k=20 in window 4,GROUP,100%,3,3
oth455_relation_n2v_p50_q50_w4_pca_fact2_cluster_5,Cluster label (k=5) based on the PC2 scores from the window-4 embedding; non-ordinal categorical regime group,GROUP,100%,4,432
oth455_relation_n2v_p50_q50_w4_pca_fact3_cluster_10,Cluster label (10 groups) based on the 3rd PCA component score computed from the USA relation Node2Vec embedding in window 4 (D1-lagged),GROUP,100%,9,10
oth455_relation_n2v_p50_q50_w4_pca_fact3_cluster_20,Cluster label (20 groups) based on the 3rd PCA component score computed from the USA relation Node2Vec embedding in window 4 (D1-lagged),GROUP,100%,3,10
oth455_relation_n2v_p50_q50_w4_pca_fact3_cluster_5,Cluster label (5 groups) based on the 3rd PCA component score computed from the USA relation Node2Vec embedding in window 4 (D1-lagged),GROUP,100%,1,1
oth455_relation_n2v_p50_q50_w5_kmeans_cluster_10,KMeans cluster label (k=10) based on latent vectors in window 5,GROUP,100%,10,22
oth455_relation_n2v_p50_q50_w5_kmeans_cluster_20,KMeans cluster label (k=20) based on latent vectors in window 5,GROUP,100%,2,2
oth455_relation_n2v_p50_q50_w5_kmeans_cluster_5,KMeans cluster label (k=5) on the USA relation Node2Vec embeddings in window 5 (D1-lagged),GROUP,100%,2,2
oth455_relation_n2v_p50_q50_w5_pca_fact1_cluster_10,Cluster label (10 groups) based on the 1st PCA component score computed from the USA relation Node2Vec embedding in window 5 (D1-lagged),GROUP,100%,13,106
oth455_relation_n2v_p50_q50_w5_pca_fact1_cluster_20,Cluster label (20 groups) based on the 1st PCA component score computed from the USA relation Node2Vec embedding in window 5 (D1-lagged),GROUP,100%,1,1
oth455_relation_n2v_p50_q50_w5_pca_fact1_cluster_5,Cluster label (5 groups) based on the 1st PCA component score computed from the USA relation Node2Vec embedding in window 5 (D1-lagged),GROUP,100%,1,2
oth455_relation_n2v_p50_q50_w5_pca_fact2_cluster_10,Cluster label (10 groups) based on the 2nd PCA component score computed from the USA relation Node2Vec embedding in window 5 (D1-lagged),GROUP,100%,1,2
oth455_relation_n2v_p50_q50_w5_pca_fact2_cluster_20,Cluster assignment label for PCA factor 2 scores into 20 groups in window 5,GROUP,100%,4,373
oth455_relation_n2v_p50_q50_w5_pca_fact2_cluster_5,Cluster label (5 groups) based on the 2nd PCA component score computed from the USA relation Node2Vec embedding in window 5 (D1-lagged),GROUP,100%,0,0
oth455_relation_n2v_p50_q50_w5_pca_fact3_cluster_10,Cluster assignment label for PCA factor 3 scores into 10 groups in window 5,GROUP,100%,1,2
oth455_relation_n2v_p50_q50_w5_pca_fact3_cluster_20,Cluster label (20 groups) based on the 3rd PCA component score computed from the USA relation Node2Vec embedding in window 5 (D1-lagged),GROUP,100%,9,245
oth455_relation_n2v_p50_q50_w5_pca_fact3_cluster_5,Cluster label (5 groups) based on the 3rd PCA component score computed from the USA relation Node2Vec embedding in window 5 (D1-lagged),GROUP,100%,2,2
oth455_relation_roam_w1_kmeans_cluster_10,KMeans cluster label (k=10) derived from the ROAM relation-based latent embedding for window 1 (D1-lagged),GROUP,100%,7,15
oth455_relation_roam_w1_kmeans_cluster_20,KMeans cluster label (20 groups) for window 1 ROAM relation embeddings (D1-lagged),GROUP,100%,5,5
oth455_relation_roam_w1_kmeans_cluster_5,"KMeans cluster label (k=5) on ROAM latent vectors, window 1, D1-lag",GROUP,100%,7,11
oth455_relation_roam_w1_pca_fact1_cluster_10,Cluster label (10 groups) based on PCA component 1 scores of the ROAM relation embedding in window 1 (D1-lagged),GROUP,100%,1,1
oth455_relation_roam_w1_pca_fact1_cluster_20,"Cluster label (k=20) based on PCA component 1 score from ROAM relation embedding, window 1, D1-lag",GROUP,100%,3,94
oth455_relation_roam_w1_pca_fact1_cluster_5,"Cluster label (k=5) based on PCA component 1 score from ROAM relation embedding, window 1, D1-lag",GROUP,100%,4,5
oth455_relation_roam_w1_pca_fact2_cluster_10,Categorical cluster label (k=10) based on the 2nd PCA factor scores from the ROAM relation-based embedding for window 1 (D1-lagged),GROUP,100%,2,2
oth455_relation_roam_w1_pca_fact2_cluster_20,Categorical cluster label (k=20) based on the 2nd PCA factor scores from the ROAM relation-based embedding for window 1 (D1-lagged),GROUP,100%,4,5
oth455_relation_roam_w1_pca_fact2_cluster_5,"Cluster label (k=5) based on PCA component 2 score from ROAM relation embedding, window 1, D1-lag",GROUP,100%,10,455
oth455_relation_roam_w1_pca_fact3_cluster_10,Cluster label (10 groups) based on PCA component 3 scores of the ROAM relation embedding in window 1 (D1-lagged),GROUP,100%,3,6
oth455_relation_roam_w1_pca_fact3_cluster_20,"Cluster label (k=20) based on PCA component 3 score from ROAM relation embedding, window 1, D1-lag",GROUP,100%,5,5
oth455_relation_roam_w1_pca_fact3_cluster_5,"Cluster label (k=5) based on PCA component 3 score from ROAM relation embedding, window 1, D1-lag",GROUP,100%,7,8
oth455_relation_roam_w2_kmeans_cluster_10,"KMeans cluster label (k=10) on ROAM latent vectors, window 2, D1-lag",GROUP,100%,4,16
oth455_relation_roam_w2_kmeans_cluster_20,"KMeans cluster label (k=20) on ROAM latent vectors, window 2, D1-lag",GROUP,100%,10,11
oth455_relation_roam_w2_kmeans_cluster_5,KMeans cluster ID (1–5) from clustering ROAM-based USA relation embeddings into 5 groups (D1-lagged),GROUP,100%,12,18
oth455_relation_roam_w2_pca_fact1_cluster_10,Cluster ID (1–10) from clustering the 1st PCA component of ROAM-based USA relation embeddings into 10 groups (D1-lagged),GROUP,100%,4,4
